"COU","Country","GOV","Government","TAX","Tax","VAR","Variable","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CRI","Costa Rica","NES","Total","5122","5122 Profits of fiscal monopolies","TAXNAT","Tax revenue in national currency","1997","1997","CRC","Costa Rican Colon","6","Millions",,,0,,
"CRI","Costa Rica","NES","Total","5122","5122 Profits of fiscal monopolies","TAXNAT","Tax revenue in national currency","1998","1998","CRC","Costa Rican Colon","6","Millions",,,0,,
"CRI","Costa Rica","NES","Total","5122","5122 Profits of fiscal monopolies","TAXNAT","Tax revenue in national currency","1999","1999","CRC","Costa Rican Colon","6","Millions",,,0,,
"CRI","Costa Rica","NES","Total","5122","5122 Profits of fiscal monopolies","TAXNAT","Tax revenue in national currency","2000","2000","CRC","Costa Rican Colon","6","Millions",,,0,,
"CRI","Costa Rica","NES","Total","5122","5122 Profits of fiscal monopolies","TAXNAT","Tax revenue in national currency","2001","2001","CRC","Costa Rican Colon","6","Millions",,,0,,
"CRI","Costa Rica","NES","Total","5122","5122 Profits of fiscal monopolies","TAXNAT","Tax revenue in national currency","2002","2002","CRC","Costa Rican Colon","6","Millions",,,0,,
"CRI","Costa Rica","NES","Total","5122","5122 Profits of fiscal monopolies","TAXNAT","Tax revenue in national currency","2003","2003","CRC","Costa Rican Colon","6","Millions",,,0,,
"CRI","Costa Rica","NES","Total","5122","5122 Profits of fiscal monopolies","TAXNAT","Tax revenue in national currency","2004","2004","CRC","Costa Rican Colon","6","Millions",,,0,,
"CRI","Costa Rica","NES","Total","5122","5122 Profits of fiscal monopolies","TAXNAT","Tax revenue in national currency","2005","2005","CRC","Costa Rican Colon","6","Millions",,,0,,
"CRI","Costa Rica","NES","Total","5122","5122 Profits of fiscal monopolies","TAXNAT","Tax revenue in national currency","2006","2006","CRC","Costa Rican Colon","6","Millions",,,0,,
"CRI","Costa Rica","NES","Total","5122","5122 Profits of fiscal monopolies","TAXNAT","Tax revenue in national currency","2007","2007","CRC","Costa Rican Colon","6","Millions",,,0,,
"CRI","Costa Rica","NES","Total","5122","5122 Profits of fiscal monopolies","TAXNAT","Tax revenue in national currency","2008","2008","CRC","Costa Rican Colon","6","Millions",,,0,,
"CRI","Costa Rica","NES","Total","5122","5122 Profits of fiscal monopolies","TAXNAT","Tax revenue in national currency","2009","2009","CRC","Costa Rican Colon","6","Millions",,,0,,
"CRI","Costa Rica","NES","Total","5122","5122 Profits of fiscal monopolies","TAXNAT","Tax revenue in national currency","2010","2010","CRC","Costa Rican Colon","6","Millions",,,0,,
"CRI","Costa Rica","NES","Total","5122","5122 Profits of fiscal monopolies","TAXNAT","Tax revenue in national currency","2011","2011","CRC","Costa Rican Colon","6","Millions",,,0,,
"CRI","Costa Rica","NES","Total","5122","5122 Profits of fiscal monopolies","TAXNAT","Tax revenue in national currency","2012","2012","CRC","Costa Rican Colon","6","Millions",,,0,,
"CRI","Costa Rica","NES","Total","5122","5122 Profits of fiscal monopolies","TAXNAT","Tax revenue in national currency","2013","2013","CRC","Costa Rican Colon","6","Millions",,,0,,
"CRI","Costa Rica","NES","Total","5122","5122 Profits of fiscal monopolies","TAXNAT","Tax revenue in national currency","2014","2014","CRC","Costa Rican Colon","6","Millions",,,0,,
"CRI","Costa Rica","NES","Total","5122","5122 Profits of fiscal monopolies","TAXNAT","Tax revenue in national currency","2015","2015","CRC","Costa Rican Colon","6","Millions",,,0,,
"CRI","Costa Rica","NES","Total","5122","5122 Profits of fiscal monopolies","TAXNAT","Tax revenue in national currency","2016","2016","CRC","Costa Rican Colon","6","Millions",,,0,,
"CRI","Costa Rica","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","1990","1990","CRC","Costa Rican Colon","6","Millions",,,15052.4,,
"CRI","Costa Rica","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","1991","1991","CRC","Costa Rican Colon","6","Millions",,,16136.2,,
"CRI","Costa Rica","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","1992","1992","CRC","Costa Rican Colon","6","Millions",,,25470.2,,
"CRI","Costa Rica","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","1993","1993","CRC","Costa Rican Colon","6","Millions",,,30757.4,,
"CRI","Costa Rica","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","1994","1994","CRC","Costa Rican Colon","6","Millions",,,37287.4,,
"CRI","Costa Rica","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","1995","1995","CRC","Costa Rican Colon","6","Millions",,,48154.7,,
"CRI","Costa Rica","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","1996","1996","CRC","Costa Rican Colon","6","Millions",,,37985.501,,
"CRI","Costa Rica","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","1997","1997","CRC","Costa Rican Colon","6","Millions",,,43537.107,,
"CRI","Costa Rica","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","1998","1998","CRC","Costa Rican Colon","6","Millions",,,47476.592,,
"CRI","Costa Rica","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","1999","1999","CRC","Costa Rican Colon","6","Millions",,,37657.091,,
"CRI","Costa Rica","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","2000","2000","CRC","Costa Rican Colon","6","Millions",,,40484.678,,
"CRI","Costa Rica","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","2001","2001","CRC","Costa Rican Colon","6","Millions",,,45306.6,,
"CRI","Costa Rica","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","2002","2002","CRC","Costa Rican Colon","6","Millions",,,50605.9,,
"CRI","Costa Rica","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","2003","2003","CRC","Costa Rican Colon","6","Millions",,,54644.75,,
"CRI","Costa Rica","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","2004","2004","CRC","Costa Rican Colon","6","Millions",,,66794.817,,
"CRI","Costa Rica","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","2005","2005","CRC","Costa Rican Colon","6","Millions",,,82446.05,,
"CRI","Costa Rica","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","2006","2006","CRC","Costa Rican Colon","6","Millions",,,105742.516,,
"CRI","Costa Rica","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","2007","2007","CRC","Costa Rican Colon","6","Millions",,,134576.003,,
"CRI","Costa Rica","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","2008","2008","CRC","Costa Rican Colon","6","Millions",,,156816.038,,
"CRI","Costa Rica","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","2009","2009","CRC","Costa Rican Colon","6","Millions",,,117255.976,,
"CRI","Costa Rica","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","2010","2010","CRC","Costa Rican Colon","6","Millions",,,126134.4,,
"CRI","Costa Rica","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","2011","2011","CRC","Costa Rican Colon","6","Millions",,,146511,,
"CRI","Costa Rica","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","2012","2012","CRC","Costa Rican Colon","6","Millions",,,152275,,
"CRI","Costa Rica","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","2013","2013","CRC","Costa Rican Colon","6","Millions",,,154576,,
"CRI","Costa Rica","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","2014","2014","CRC","Costa Rican Colon","6","Millions",,,169119.858,,
"CRI","Costa Rica","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","2015","2015","CRC","Costa Rican Colon","6","Millions",,,174568,,
"CRI","Costa Rica","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","2016","2016","CRC","Costa Rican Colon","6","Millions",,,185544.3,,
"CRI","Costa Rica","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","1990","1990","CRC","Costa Rican Colon","6","Millions",,,279.5,,
"CRI","Costa Rica","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","1991","1991","CRC","Costa Rican Colon","6","Millions",,,400,,
"CRI","Costa Rica","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","1992","1992","CRC","Costa Rican Colon","6","Millions",,,781.6,,
"CRI","Costa Rica","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","1993","1993","CRC","Costa Rican Colon","6","Millions",,,816.7,,
"CRI","Costa Rica","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","1994","1994","CRC","Costa Rican Colon","6","Millions",,,1159,,
"CRI","Costa Rica","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","1995","1995","CRC","Costa Rican Colon","6","Millions",,,1469.9,,
"CRI","Costa Rica","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","1996","1996","CRC","Costa Rican Colon","6","Millions",,,1327.726,,
"CRI","Costa Rica","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","1997","1997","CRC","Costa Rican Colon","6","Millions",,,1640.678,,
"CRI","Costa Rica","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","1998","1998","CRC","Costa Rican Colon","6","Millions",,,2126.769,,
"CRI","Costa Rica","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","1999","1999","CRC","Costa Rican Colon","6","Millions",,,2514.665,,
"CRI","Costa Rica","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","2000","2000","CRC","Costa Rican Colon","6","Millions",,,2928.587,,
"CRI","Costa Rica","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","2001","2001","CRC","Costa Rican Colon","6","Millions",,,2954.578,,
"CRI","Costa Rica","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","2002","2002","CRC","Costa Rican Colon","6","Millions",,,3109.699,,
"CRI","Costa Rica","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","2003","2003","CRC","Costa Rican Colon","6","Millions",,,11127.77,,
"CRI","Costa Rica","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","2004","2004","CRC","Costa Rican Colon","6","Millions",,,16271.864,,
"CRI","Costa Rica","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","2005","2005","CRC","Costa Rican Colon","6","Millions",,,19554.54,,
"CRI","Costa Rica","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","2006","2006","CRC","Costa Rican Colon","6","Millions",,,20418.3,,
"CRI","Costa Rica","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","2007","2007","CRC","Costa Rican Colon","6","Millions",,,23241.722,,
"CRI","Costa Rica","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","2008","2008","CRC","Costa Rican Colon","6","Millions",,,25397.543,,
"CRI","Costa Rica","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","2009","2009","CRC","Costa Rican Colon","6","Millions",,,25217.114,,
"CRI","Costa Rica","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","2010","2010","CRC","Costa Rican Colon","6","Millions",,,24766.9,,
"CRI","Costa Rica","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","2011","2011","CRC","Costa Rican Colon","6","Millions",,,24190,,
"CRI","Costa Rica","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","2012","2012","CRC","Costa Rican Colon","6","Millions",,,25579,,
"CRI","Costa Rica","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","2013","2013","CRC","Costa Rican Colon","6","Millions",,,28571,,
"CRI","Costa Rica","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","2014","2014","CRC","Costa Rican Colon","6","Millions",,,34080.503,,
"CRI","Costa Rica","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","2015","2015","CRC","Costa Rican Colon","6","Millions",,,38687,,
"CRI","Costa Rica","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","2016","2016","CRC","Costa Rican Colon","6","Millions",,,44934.1,,
"CRI","Costa Rica","NES","Total","5128","5128 Other taxes","TAXNAT","Tax revenue in national currency","1990","1990","CRC","Costa Rican Colon","6","Millions",,,0,,
"CRI","Costa Rica","NES","Total","5128","5128 Other taxes","TAXNAT","Tax revenue in national currency","1991","1991","CRC","Costa Rican Colon","6","Millions",,,0,,
"CRI","Costa Rica","NES","Total","5128","5128 Other taxes","TAXNAT","Tax revenue in national currency","1992","1992","CRC","Costa Rican Colon","6","Millions",,,0,,
"CRI","Costa Rica","NES","Total","5128","5128 Other taxes","TAXNAT","Tax revenue in national currency","1993","1993","CRC","Costa Rican Colon","6","Millions",,,0,,
"CRI","Costa Rica","NES","Total","5128","5128 Other taxes","TAXNAT","Tax revenue in national currency","1994","1994","CRC","Costa Rican Colon","6","Millions",,,0,,
